hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
MS Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d5538786-Reviews-MS_Hotel-Busan.html,Как добраться,"4,5","3,0",3 739 руб - 5 927 руб,3 739 руб,5 927 руб
Busan Business Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7688201-Reviews-Busan_Business_Hotel-Busan.html,10 057 руб,"4,0","3,5",4 286 руб - 7 478 руб,4 286 руб,7 478 руб
Aventree Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6200589-Reviews-Aventree_Hotel_Busan-Busan.html,Как добраться,,"3,0",5 380 руб - 8 116 руб,5 380 руб,8 116 руб
Libero Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d455515-Reviews-Libero_Hotel-Busan.html,Как добраться,,"3,0",3 100 руб - 5 289 руб,3 100 руб,5 289 руб
Hanwha Resort Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d2150578-Reviews-Hanwha_Resort_Haeundae-Busan.html,Как добраться,"4,0","4,0",8 572 руб - 10 396 руб,8 572 руб,10 396 руб
Ananti at Busan Village,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d26668822-Reviews-Ananti_at_Busan_Village-Busan.html,Как добраться,"5,0",,17 965 руб - 27 631 руб,17 965 руб,27 631 руб
ibis Ambassador Busan City Centre,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d2330604-Reviews-Ibis_Ambassador_Busan_City_Centre-Busan.html,10 106 руб,"4,0","3,0",4 833 руб - 7 478 руб,4 833 руб,7 478 руб
Homers Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d660899-Reviews-Homers_Hotel-Busan.html,Как добраться,"3,5","3,5",5 563 руб - 6 748 руб,5 563 руб,6 748 руб
Hotel Foret The Spa,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7151109-Reviews-Hotel_Foret_The_Spa-Busan.html,5 676 руб,"4,0","3,0",4 468 руб - 6 748 руб,4 468 руб,6 748 руб
Elysia Boutique Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8705600-Reviews-Elysia_Boutique_Hotel-Busan.html,Как добраться,"4,0","2,5",2 645 руб - 4 195 руб,2 645 руб,4 195 руб
Fairfield by Marriott Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15353775-Reviews-Fairfield_by_Marriott_Busan-Busan.html,Как добраться,"3,5","3,0",6 475 руб - 9 575 руб,6 475 руб,9 575 руб
Hotel Foret Premier Nampo,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d456136-Reviews-Hotel_Foret_Premier_Nampo-Busan.html,Как добраться,"4,0","3,0",4 560 руб - 7 022 руб,4 560 руб,7 022 руб
Haeundae Suncloud Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d16871362-Reviews-Haeundae_Suncloud_Hotel-Busan.html,Как добраться,,"3,0",4 195 руб - 7 204 руб,4 195 руб,7 204 руб
Lamer Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6433666-Reviews-Lamer_Hotel-Busan.html,4 714 руб,"4,0","3,0",3 648 руб - 4 742 руб,3 648 руб,4 742 руб
Busan Tourist Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d477851-Reviews-Busan_Tourist_Hotel-Busan.html,Как добраться,"3,5","3,0",3 648 руб - 4 833 руб,3 648 руб,4 833 руб
Tower Hill Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1175442-Reviews-Tower_Hill_Hotel-Busan.html,Как добраться,"4,0","3,0",4 195 руб - 5 836 руб,4 195 руб,5 836 руб
Hound Premier Hotel Nampo,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15022939-Reviews-Hound_Premier_Hotel_Nampo-Busan.html,Как добраться,"4,5","3,0",4 195 руб - 7 478 руб,4 195 руб,7 478 руб
Benikea Premier Marianne Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7178653-Reviews-Benikea_Premier_Marianne_Hotel-Busan.html,3 191 руб,"4,0","3,0",2 827 руб - 3 739 руб,2 827 руб,3 739 руб
Arban City Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7654220-Reviews-Arban_City_Hotel-Busan.html,Как добраться,"4,0","3,0",3 921 руб - 5 471 руб,3 921 руб,5 471 руб
Wood House Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12558069-Reviews-Wood_House_Hotel-Busan.html,Как добраться,"4,0","3,0",4 104 руб - 5 289 руб,4 104 руб,5 289 руб
Hound Hotel Yeonsan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15022952-Reviews-Hound_Hotel_Yeonsan-Busan.html,Как добраться,"5,0","3,0",3 648 руб - 5 107 руб,3 648 руб,5 107 руб
Hotel Paragon,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d455921-Reviews-Hotel_Paragon-Busan.html,Как добраться,"3,5","4,0",4 833 руб - 5 654 руб,4 833 руб,5 654 руб
Hotel Laon,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13810290-Reviews-Hotel_Laon-Busan.html,Как добраться,"4,5","3,0",5 198 руб - 8 025 руб,5 198 руб,8 025 руб
Commodore Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d455919-Reviews-Commodore_Hotel_Busan-Busan.html,Как добраться,,"4,0",4 286 руб - 5 198 руб,4 286 руб,5 198 руб
The BS Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8428751-Reviews-The_BS_Hotel-Busan.html,Как добраться,"4,0","3,0",2 553 руб - 3 374 руб,2 553 руб,3 374 руб
Hound Hotel Seomyeon,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8024703-Reviews-Hound_Hotel_Seomyeon-Busan.html,3 792 руб,"4,0","3,0",2 918 руб - 5 016 руб,2 918 руб,5 016 руб
Brown-Dot - Business Hotel Seomyeon Lotte,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15596735-Reviews-Brown_Dot_Business_Hotel_Seomyeon_Lotte-Busan.html,7 939 руб,"4,5","3,0",4 833 руб - 6 931 руб,4 833 руб,6 931 руб
Song Jung Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1748578-Reviews-Song_Jung_Hotel-Busan.html,Как добраться,"4,0","3,0",4 012 руб - 4 833 руб,4 012 руб,4 833 руб
Central Park Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12729901-Reviews-Central_Park_Hotel-Busan.html,Как добраться,"3,5","3,0",3 283 руб - 6 383 руб,3 283 руб,6 383 руб
ibis budget Ambassador Busan Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7680196-Reviews-Ibis_budget_Ambassador_Busan_Haeundae-Busan.html,Как добраться,,"2,0",4 012 руб - 4 924 руб,4 012 руб,4 924 руб
Angel Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1094110-Reviews-Angel_Hotel-Busan.html,3 816 руб,,"3,0",3 192 руб - 4 286 руб,3 192 руб,4 286 руб
South Vandeco Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15149451-Reviews-South_Vandeco_Hotel-Busan.html,4 113 руб,"4,0","3,0",2 736 руб - 4 742 руб,2 736 руб,4 742 руб
Hotel Cont,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13356363-Reviews-Hotel_Cont-Busan.html,Как добраться,"5,0","2,0",3 830 руб - 5 198 руб,3 830 руб,5 198 руб
WA Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8482248-Reviews-WA_Hotel-Busan.html,Как добраться,"4,5","3,0",2 645 руб - 4 012 руб,2 645 руб,4 012 руб
Lion Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8773824-Reviews-Lion_Hotel-Busan.html,Как добраться,"4,0","2,0",3 465 руб - 5 563 руб,3 465 руб,5 563 руб
Hotel Ciel de Mer Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7955493-Reviews-Hotel_Ciel_de_Mer_Haeundae-Busan.html,Как добраться,"4,0","4,0",3 830 руб - 9 028 руб,3 830 руб,9 028 руб
Connect Busan Hotel & Residence,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d20462054-Reviews-Connect_Busan_Hotel_Residence-Busan.html,Как добраться,,"2,0",2 918 руб - 4 104 руб,2 918 руб,4 104 руб
Notte La Mia Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d17379773-Reviews-Notte_La_Mia_Hotel-Busan.html,Как добраться,"4,5",,4 286 руб - 5 654 руб,4 286 руб,5 654 руб
Pale De Cz,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d3157189-Reviews-Pale_De_Cz-Busan.html,Как добраться,,"3,0",4 924 руб - 12 584 руб,4 924 руб,12 584 руб
Brown Dot Hotel - Sasang Kwaebeob,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12062192-Reviews-Brown_Dot_Hotel_Sasang_Kwaebeob-Busan.html,Как добраться,"4,5",,4 012 руб - 5 289 руб,4 012 руб,5 289 руб
Brown-Dot Hotel Beomcheon,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15022923-Reviews-Brown_Dot_Hotel_Beomcheon-Busan.html,4 371 руб,,"2,0",2 827 руб - 5 016 руб,2 827 руб,5 016 руб
Le Collective Busan Station,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d25572648-Reviews-Le_Collective_Busan_Station-Busan.html,Как добраться,"4,0",,5 380 руб - 11 216 руб,5 380 руб,11 216 руб
Marine View Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12171890-Reviews-Marine_View_Hotel-Busan.html,Как добраться,"3,5","3,0",4 468 руб - 8 754 руб,4 468 руб,8 754 руб
UH Suite - Haeundae Landscape,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d23312651-Reviews-UH_Suite_Haeundae_Landscape-Busan.html,Как добраться,"4,5",,6 566 руб - 11 855 руб,6 566 руб,11 855 руб
Prime Tourist Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1652952-Reviews-Prime_Tourist_Hotel-Busan.html,3 973 руб,"3,0","2,0",3 465 руб - 4 195 руб,3 465 руб,4 195 руб
Platinum Businesstel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8523118-Reviews-Platinum_Businesstel-Busan.html,Как добраться,"4,0","2,0",2 280 руб - 3 465 руб,2 280 руб,3 465 руб
Dongbusan Tourist Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d2150924-Reviews-Dongbusan_Tourist_Hotel-Busan.html,Как добраться,"5,0","3,0",4 924 руб - 5 471 руб,4 924 руб,5 471 руб
Brown Dot Hotel - Sasang Renecite Branch,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12279803-Reviews-Brown_Dot_Hotel_Sasang_Renecite_Branch-Busan.html,Как добраться,"5,0",,3 192 руб - 4 468 руб,3 192 руб,4 468 руб
Brown-Dot Hotel Guseo,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15136578-Reviews-Brown_Dot_Hotel_Guseo-Busan.html,Как добраться,"5,0","3,0",4 560 руб - 5 563 руб,4 560 руб,5 563 руб
Griffin bay hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d25341817-Reviews-Griffin_bay_hotel_Busan-Busan.html,Как добраться,"3,0",,3 283 руб - 5 471 руб,3 283 руб,5 471 руб
Brown Dot Hotel Business Busan Station,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13386137-Reviews-Brown_Dot_Hotel_Business_Busan_Station-Busan.html,Как добраться,"3,5","2,0",3 739 руб - 5 380 руб,3 739 руб,5 380 руб
Airtel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6622375-Reviews-Airtel_Busan-Busan.html,Как добраться,,"2,0",1 185 руб - 2 097 руб,1 185 руб,2 097 руб
Hotel Almond,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7810479-Reviews-Hotel_Almond-Busan.html,Как добраться,,"3,0",3 374 руб - 4 924 руб,3 374 руб,4 924 руб
Bay Hound Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d11804857-Reviews-Bay_Hound_Hotel-Busan.html,4 683 руб,"4,0","3,0",3 465 руб - 5 745 руб,3 465 руб,5 745 руб
Seattle B Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d10034308-Reviews-Seattle_B_Hotel-Busan.html,Как добраться,,"2,5",3 283 руб - 5 471 руб,3 283 руб,5 471 руб
Hotel The Hound Nampo,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6998648-Reviews-Hotel_The_Hound_Nampo-Busan.html,3 204 руб,,,3 009 руб - 4 377 руб,3 009 руб,4 377 руб
Geoje Ocean Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d5895894-Reviews-Geoje_Ocean_Hotel-Busan.html,Как добраться,"4,0","3,0",5 380 руб - 6 839 руб,5 380 руб,6 839 руб
Fairfield By Marriott Busan Songdo Beach,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d20970459-Reviews-Fairfield_By_Marriott_Busan_Songdo_Beach-Busan.html,13 376 руб,"4,5","3,0",9 757 руб - 12 858 руб,9 757 руб,12 858 руб
B.cent Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6892988-Reviews-B_cent_Hotel-Busan.html,Как добраться,,"2,5",3 192 руб - 4 742 руб,3 192 руб,4 742 руб
Premium Ava Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12667340-Reviews-Premium_Ava_Hotel-Busan.html,Как добраться,"4,5","2,0",3 009 руб - 4 012 руб,3 009 руб,4 012 руб
Elysee Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1186766-Reviews-Elysee_Hotel-Busan.html,7 099 руб,"4,5","3,0",2 280 руб - 4 195 руб,2 280 руб,4 195 руб
H Avenue Gwangalli,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12879088-Reviews-H_Avenue_Gwangalli-Busan.html,Как добраться,"4,5","3,0",3 192 руб - 7 295 руб,3 192 руб,7 295 руб
Felix by STX,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d21175329-Reviews-Felix_by_STX-Busan.html,Как добраться,"4,5","3,5",4 924 руб - 7 113 руб,4 924 руб,7 113 руб
Queens Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1748576-Reviews-Queens_Hotel-Busan.html,3 784 руб,,"2,0",3 100 руб - 4 195 руб,3 100 руб,4 195 руб
TRT Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d9806603-Reviews-TRT_Hotel-Busan.html,3 153 руб,"4,0","3,0",2 827 руб - 4 104 руб,2 827 руб,4 104 руб
To Heaven Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d10794931-Reviews-To_Heaven_Hotel-Busan.html,Часто задаваемые вопросы об отеле To Heaven Hotel,"4,5","3,0",2 827 руб - 3 739 руб,2 827 руб,3 739 руб
Brown Dot Hotel Gwangalli,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12222181-Reviews-Brown_Dot_Hotel_Gwangalli-Busan.html,Как добраться,"4,0","2,0",2 736 руб - 4 104 руб,2 736 руб,4 104 руб
Jjak Motel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13401277-Reviews-Jjak_Motel-Busan.html,4 729 руб,"4,0","3,0",2 827 руб - 6 201 руб,2 827 руб,6 201 руб
25 Hours Hotel 2,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7151105-Reviews-25_Hours_Hotel_2-Busan.html,1 214 руб,"3,5","3,0",1 094 руб - 3 556 руб,1 094 руб,3 556 руб
Busan Beach Tourist Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1162849-Reviews-Busan_Beach_Tourist_Hotel-Busan.html,Как добраться,"4,0","3,0",3 556 руб - 5 016 руб,3 556 руб,5 016 руб
Air Sky Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d17379658-Reviews-Air_Sky_Hotel-Busan.html,Как добраться,"4,5","3,0",5 198 руб - 6 383 руб,5 198 руб,6 383 руб
No,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13402051-Reviews-No_25_Hotel_Signature_Daecheong-Busan.html,Как добраться,"3,0","3,0",2 189 руб - 4 012 руб,2 189 руб,4 012 руб
Urbanstay Seomyeon,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d23354672-Reviews-Urbanstay_Seomyeon-Busan.html,Как добраться,,"5,0",3 283 руб - 5 836 руб,3 283 руб,5 836 руб
Carib Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12257656-Reviews-Carib_Hotel-Busan.html,Как добраться,"4,0","2,0",3 100 руб - 5 107 руб,3 100 руб,5 107 руб
2 Heaven Hotel Gwangalli,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8458170-Reviews-2_Heaven_Hotel_Gwangalli-Busan.html,Как добраться,"3,0","2,0",3 192 руб - 4 651 руб,3 192 руб,4 651 руб
Gary Cooper Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7333722-Reviews-Gary_Cooper_Hotel-Busan.html,Как добраться,"4,0","2,0",2 918 руб - 4 560 руб,2 918 руб,4 560 руб
Busan Central Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1174759-Reviews-Busan_Central_Hotel-Busan.html,Как добраться,"3,5","3,0",3 921 руб - 4 560 руб,3 921 руб,4 560 руб
IB Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8591242-Reviews-IB_Hotel-Busan.html,Как добраться,"4,0","2,0",2 827 руб - 4 104 руб,2 827 руб,4 104 руб
Ocean 2Heaven Hotel & Spa,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d3950657-Reviews-Ocean_2Heaven_Hotel_Spa-Busan.html,Как добраться,"5,0",,5 563 руб - 8 846 руб,5 563 руб,8 846 руб
Grand LCT Residence,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d21501089-Reviews-Grand_LCT_Residence-Busan.html,Как добраться,,"3,0",17 509 руб - 35 473 руб,17 509 руб,35 473 руб
Brown Dot Hotel Yangjeong,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13338439-Reviews-Brown_Dot_Hotel_Yangjeong-Busan.html,3 122 руб,"5,0","3,0",3 100 руб - 4 195 руб,3 100 руб,4 195 руб
Ocean View Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15300566-Reviews-Ocean_View_Hotel-Busan.html,Как добраться,"5,0","3,0",3 100 руб - 6 201 руб,3 100 руб,6 201 руб
Plus motel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8755057-Reviews-Plus_motel-Busan.html,Как добраться,,"2,0",1 824 руб - 2 645 руб,1 824 руб,2 645 руб
TT Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d15295949-Reviews-TT_Hotel-Busan.html,Как добраться,,"3,0",4 195 руб - 6 839 руб,4 195 руб,6 839 руб
Uniqstay Hostel & Suite,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6680376-Reviews-Uniqstay_Hostel_Suite-Busan.html,5 340 руб,"5,0","3,0",3 465 руб - 5 380 руб,3 465 руб,5 380 руб
