hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Kino Asakusa,Токио,https://www.tripadvisor.ru/Hotel_Review-g14134311-d25299472-Reviews-Kino_Asakusa-Asakusa_Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,16 597 руб - 29 272 руб,16 597 руб,29 272 руб
Tora Hotel Ueno,Токио,https://www.tripadvisor.ru/Hotel_Review-g14134274-d23953185-Reviews-Tora_Hotel_Ueno-Ueno_Taito_Tokyo_Tokyo_Prefecture_Kanto.html,24 693 руб,,,17 417 руб - 29 272 руб,17 417 руб,29 272 руб
Towa Apartment in Machiya,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066441-d26824506-Reviews-Towa_Apartment_in_Machiya-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,4 651 руб - 7 478 руб,4 651 руб,7 478 руб
Higashinippori Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066441-d26661494-Reviews-Higashinippori_Hotel-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,5 107 руб - 134 415 руб,5 107 руб,134 415 руб
The Light Inn Tokyo,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066441-d22043995-Reviews-The_Light_Inn_Tokyo-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",5 289 руб - 9 575 руб,5 289 руб,9 575 руб
Outlet Hotel Ueno Ekimae,Токио,https://www.tripadvisor.ru/Hotel_Review-g14134274-d26249155-Reviews-Outlet_Hotel_Ueno_Ekimae-Ueno_Taito_Tokyo_Tokyo_Prefecture_Kanto.html,11 197 руб,,"2,0",7 934 руб - 10 305 руб,7 934 руб,10 305 руб
Nestay Apartment Tokyo Nippori,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066441-d25275815-Reviews-Nestay_Apartment_Tokyo_Nippori-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,6 383 руб - 8 572 руб,6 383 руб,8 572 руб
Petit Hotel Cosmos,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066441-d26874917-Reviews-Petit_Hotel_Cosmos-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,3 739 руб - 5 107 руб,3 739 руб,5 107 руб
FAV TOKYO Nishinippori,Токио,https://www.tripadvisor.ru/Hotel_Review-g14134375-d26661142-Reviews-FAV_TOKYO_Nishinippori-Nishinippori_Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,14 955 руб - 24 895 руб,14 955 руб,24 895 руб
Nippori Hotel Harmony,Токио,https://www.tripadvisor.ru/Hotel_Review-g14134375-d25041854-Reviews-Nippori_Hotel_Harmony-Nishinippori_Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",5 471 руб - 12 128 руб,5 471 руб,12 128 руб
TokyoNEST Nippori,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066441-d26694068-Reviews-TokyoNEST_Nippori-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,5 836 руб - 9 757 руб,5 836 руб,9 757 руб
Toden Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g14134267-d19448908-Reviews-Toden_Hotel-Minamisenju_Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,6 292 руб - 12 676 руб,6 292 руб,12 676 руб
No Borders Hostel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d13944230-Reviews-No_Borders_Hostel-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"1,0",3 374 руб - 9 028 руб,3 374 руб,9 028 руб
Hop Inn Tokyo Iidabashi,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d27041819-Reviews-Hop_Inn_Tokyo_Iidabashi-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,5 563 руб - 9 757 руб,5 563 руб,9 757 руб
Omo5 Tokyo Gotanda By Hoshino Resorts,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d27134802-Reviews-Omo5_Tokyo_Gotanda_By_Hoshino_Resorts-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"5,0",14 135 руб - 19 515 руб,14 135 руб,19 515 руб
Lucky Hostel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d17659164-Reviews-Lucky_Hostel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,2 645 руб - 3 648 руб,2 645 руб,3 648 руб
Hostel Lund II – Gakugeidai,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d25676987-Reviews-Hostel_Lund_II_Gakugeidai-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,6 292 руб - 8 390 руб,6 292 руб,8 390 руб
X&Y STAY,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d26874243-Reviews-X_Y_STAY-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,12 949 руб - 23 345 руб,12 949 руб,23 345 руб
Pearly Flats Shinagawa Takanawadai,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d27108177-Reviews-Pearly_Flats_Shinagawa_Takanawadai-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,8 846 руб - 17 144 руб,8 846 руб,17 144 руб
Eternity Hotel Shinagawa,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d25289642-Reviews-Eternity_Hotel_Shinagawa-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,10 761 руб - 18 694 руб,10 761 руб,18 694 руб
Apartment Sun Bright Shinagawa,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d15697944-Reviews-Apartment_Sun_Bright_Shinagawa-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"2,0",3 830 руб - 5 563 руб,3 830 руб,5 563 руб
C&J Hotel Omori Kaigan,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d25061896-Reviews-C_J_Hotel_Omori_Kaigan-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,7 113 руб - 11 125 руб,7 113 руб,11 125 руб
Togoshi 568 Stay,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d25276197-Reviews-Togoshi_568_Stay-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,9 119 руб - 15 685 руб,9 119 руб,15 685 руб
Three,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066854-d25359948-Reviews-Three-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,6 201 руб - 45 960 руб,6 201 руб,45 960 руб
Wanokaede,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d21239668-Reviews-Wanokaede-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,14 265 руб,,"3,0",7 295 руб - 11 764 руб,7 295 руб,11 764 руб
Shinjuku Warm House,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23501589-Reviews-Shinjuku_Warm_House-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"2,0",9 575 руб - 19 515 руб,9 575 руб,19 515 руб
Shinjuku Global Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d18742824-Reviews-Shinjuku_Global_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,5 745 руб - 10 852 руб,5 745 руб,10 852 руб
Urban Stay Shinjuku East,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25373336-Reviews-Urban_Stay_Shinjuku_East-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,21 339 руб - 42 039 руб,21 339 руб,42 039 руб
Shinjuku JJ House,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d20818424-Reviews-Shinjuku_JJ_House-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,16 962 руб - 34 379 руб,16 962 руб,34 379 руб
Kagurazaka Retro Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d17458399-Reviews-Kagurazaka_Retro_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,13 223 руб - 24 439 руб,13 223 руб,24 439 руб
Hotel Hide Shinjuku Gyoen,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23209857-Reviews-Hotel_Hide_Shinjuku_Gyoen-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,8 754 руб - 18 603 руб,8 754 руб,18 603 руб
Fact Dream House,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25238624-Reviews-Fact_Dream_House-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,6 566 руб - 10 122 руб,6 566 руб,10 122 руб
Real Waseda,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25078226-Reviews-Real_Waseda-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,7 842 руб - 12 949 руб,7 842 руб,12 949 руб
NC Square Shinjuku,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25239076-Reviews-NC_Square_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"2,5",35 838 руб - 60 916 руб,35 838 руб,60 916 руб
intheHood Shinjuku Bellbe,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25315691-Reviews-IntheHood_Shinjuku_Bellbe-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"4,0",14 408 руб - 21 521 руб,14 408 руб,21 521 руб
bmj Hyakunincho,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d24886814-Reviews-Bmj_Hyakunincho-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,8 390 руб - 12 676 руб,8 390 руб,12 676 руб
EAST ONE Higahsishinjuku,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23344958-Reviews-EAST_ONE_Higahsishinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,34 288 руб - 49 152 руб,34 288 руб,49 152 руб
Hotel Hermitage Ochiai,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d21229609-Reviews-Hotel_Hermitage_Ochiai-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,20 336 руб - 60 733 руб,20 336 руб,60 733 руб
GM Residence Kawadacho,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d19735185-Reviews-GM_Residence_Kawadacho-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",4 286 руб - 5 107 руб,4 286 руб,5 107 руб
COCOSHUKU Shinjuku Hanazono,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23236532-Reviews-COCOSHUKU_Shinjuku_Hanazono-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"4,0",14 682 руб - 26 081 руб,14 682 руб,26 081 руб
Miyako Shinjuku Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d17758407-Reviews-Miyako_Shinjuku_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,6 839 руб - 12 402 руб,6 839 руб,12 402 руб
OYO I Go Hotel Shinjuku Okubo,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23921819-Reviews-OYO_I_Go_Hotel_Shinjuku_Okubo-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,10 213 руб - 15 502 руб,10 213 руб,15 502 руб
Hotel Vintage Kagurazaka Tokyo,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23527291-Reviews-Hotel_Vintage_Kagurazaka_Tokyo-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",13 770 руб - 28 178 руб,13 770 руб,28 178 руб
U-Hotel Takadanobaba,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d21199271-Reviews-U_Hotel_Takadanobaba-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",6 839 руб - 9 757 руб,6 839 руб,9 757 руб
Sakura Cross Hotel Shinjuku East Annex,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d21224364-Reviews-Sakura_Cross_Hotel_Shinjuku_East_Annex-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,15 685 руб - 26 810 руб,15 685 руб,26 810 руб
Shinjuku area Industria Wind apartment Walk 6min To Station,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d26768580-Reviews-Shinjuku_area_Industria_Wind_apartment_Walk_6min_To_Station-Shinjuku_Tokyo_Tokyo_Pre.html,Как добраться,,"3,0",11 946 руб - 19 697 руб,11 946 руб,19 697 руб
Real Okubo Apartment Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d26789155-Reviews-Real_Okubo_Apartment_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"4,0",13 770 руб - 21 795 руб,13 770 руб,21 795 руб
Oyado Tsuki to Kawa,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d26809914-Reviews-Oyado_Tsuki_to_Kawa-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,24 439 руб - 32 099 руб,24 439 руб,32 099 руб
RoNa Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d24955302-Reviews-RoNa_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",11 855 руб - 16 414 руб,11 855 руб,16 414 руб
Zdt,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d27099440-Reviews-Zdt-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,8 846 руб - 13 314 руб,8 846 руб,13 314 руб
Matsumotokan Bldg.,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25315695-Reviews-Matsumotokan_Bldg-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,16 779 руб - 26 993 руб,16 779 руб,26 993 руб
Cookie House S,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d15735729-Reviews-Cookie_House_S-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,9 575 руб - 25 989 руб,9 575 руб,25 989 руб
Pod Select Hotel Shinjuku,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d23817189-Reviews-Pod_Select_Hotel_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"3,0",8 025 руб - 12 037 руб,8 025 руб,12 037 руб
Ice Mountain Guest House,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25270903-Reviews-Ice_Mountain_Guest_House-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,5 927 руб - 8 390 руб,5 927 руб,8 390 руб
Shinjuku Rion Hotel,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25373042-Reviews-Shinjuku_Rion_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,7 751 руб - 9 575 руб,7 751 руб,9 575 руб
Tokyo E Joy Inn,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d26365312-Reviews-Tokyo_E_Joy_Inn-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,8 572 руб - 12 676 руб,8 572 руб,12 676 руб
Hotel Pasela Living Shinjuku,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d17789846-Reviews-Hotel_Pasela_Living_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,25 169 руб - 41 218 руб,25 169 руб,41 218 руб
Shinjuku Villa 1,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d18727362-Reviews-Shinjuku_Villa_1-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,5 107 руб - 9 119 руб,5 107 руб,9 119 руб
634 Condo Shinjuku,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d25449870-Reviews-634_Condo_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,25 807 руб - 133 504 руб,25 807 руб,133 504 руб
Vessel Inn Takadanobaba Ekimae,Токио,https://www.tripadvisor.ru/Hotel_Review-g14131403-d25180539-Reviews-Vessel_Inn_Takadanobaba_Ekimae-Takadanobaba_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,37 976 руб,,,9 119 руб - 16 506 руб,9 119 руб,16 506 руб
Ryokan Ichinao,Токио,https://www.tripadvisor.ru/Hotel_Review-g14133673-d17337404-Reviews-Ryokan_Ichinao-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"2,0",4 742 руб - 7 386 руб,4 742 руб,7 386 руб
Hotel BaliAn Resort Shinjuku Glamping,Токио,https://www.tripadvisor.ru/Hotel_Review-g14133667-d24205989-Reviews-Hotel_BaliAn_Resort_Shinjuku_Glamping-Kabukicho_Shinjuku_Tokyo_Tokyo_Prefecture_Kan.html,28 441 руб,,"3,0",13 314 руб - 21 521 руб,13 314 руб,21 521 руб
Yksi Stay,Токио,https://www.tripadvisor.ru/Hotel_Review-g14133673-d23976374-Reviews-Yksi_Stay-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,"2,0",9 028 руб - 13 131 руб,9 028 руб,13 131 руб
JJ House Kabukicho,Токио,https://www.tripadvisor.ru/Hotel_Review-g14133667-d25180655-Reviews-JJ_House_Kabukicho-Kabukicho_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,18 694 руб - 30 093 руб,18 694 руб,30 093 руб
Nestay Inn Tokyo Kagurazaka 02,Токио,https://www.tripadvisor.ru/Hotel_Review-g1066457-d20809537-Reviews-Nestay_Inn_Tokyo_Kagurazaka_02-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,7 022 руб - 12 584 руб,7 022 руб,12 584 руб
Tokyo Expert Shinjuku,Токио,https://www.tripadvisor.ru/Hotel_Review-g14133667-d26809714-Reviews-Tokyo_Expert_Shinjuku-Kabukicho_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Как добраться,,,12 676 руб - 15 867 руб,12 676 руб,15 867 руб
Grand Josun Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d21276662-Reviews-Grand_Josun_Busan-Busan.html,Как добраться,"5,0","5,0",13 496 руб - 18 877 руб,13 496 руб,18 877 руб
Lotte Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d306067-Reviews-Lotte_Hotel_Busan-Busan.html,16 111 руб,"5,0","5,0",12 037 руб - 16 597 руб,12 037 руб,16 597 руб
The Westin Josun Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d301816-Reviews-The_Westin_Josun_Busan-Busan.html,20 179 руб,"4,5","5,0",14 955 руб - 20 883 руб,14 955 руб,20 883 руб
Hotel Aqua Palace,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1162841-Reviews-Hotel_Aqua_Palace-Busan.html,5 874 руб,,"4,0",5 198 руб - 7 660 руб,5 198 руб,7 660 руб
La Valse Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d17337868-Reviews-La_Valse_Hotel-Busan.html,Как добраться,"4,5",,5 836 руб - 8 754 руб,5 836 руб,8 754 руб
Shilla Stay Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12242451-Reviews-Shilla_Stay_Haeundae-Busan.html,Как добраться,"4,5","4,0",7 204 руб - 12 311 руб,7 204 руб,12 311 руб
Signiel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d20462150-Reviews-Signiel_Busan-Busan.html,Как добраться,,"5,0",21 065 руб - 26 537 руб,21 065 руб,26 537 руб
Paradise Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d302440-Reviews-Paradise_Hotel_Busan-Busan.html,Как добраться,"4,5","5,0",15 047 руб - 20 883 руб,15 047 руб,20 883 руб
Ramada Encore by Wyndham Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12485349-Reviews-Ramada_Encore_by_Wyndham_Haeundae-Busan.html,Как добраться,"4,5","4,0",5 107 руб - 8 025 руб,5 107 руб,8 025 руб
Asti Hotel Busan Station,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d14789559-Reviews-Asti_Hotel_Busan_Station-Busan.html,Как добраться,"4,5","4,0",6 110 руб - 7 660 руб,6 110 руб,7 660 руб
Ananti at Busan Cove,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12369399-Reviews-Ananti_at_Busan_Cove-Busan.html,Как добраться,"4,0","4,5",16 779 руб - 24 074 руб,16 779 руб,24 074 руб
Haeundae Centum Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1148067-Reviews-Haeundae_Centum_Hotel-Busan.html,Как добраться,"4,0","4,0",3 648 руб - 7 204 руб,3 648 руб,7 204 руб
Stanford Inn Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d12726666-Reviews-Stanford_Inn_Busan-Busan.html,Как добраться,"4,5","2,0",4 104 руб - 7 478 руб,4 104 руб,7 478 руб
Centum Premier Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13319663-Reviews-Centum_Premier_Hotel-Busan.html,Как добраться,"4,5","2,0",4 924 руб - 7 934 руб,4 924 руб,7 934 руб
Toyoko Inn Busan Station No.1,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1239531-Reviews-Toyoko_Inn_Busan_Station_No_1-Busan.html,Как добраться,"4,0","3,0",4 468 руб - 5 836 руб,4 468 руб,5 836 руб
Best Louis Hamilton Hotel Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d6892055-Reviews-Best_Louis_Hamilton_Hotel_Haeundae-Busan.html,Как добраться,"4,5","3,0",2 553 руб - 5 927 руб,2 553 руб,5 927 руб
Arban Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d9731832-Reviews-Arban_Hotel-Busan.html,8 961 руб,"4,5","3,0",4 560 руб - 7 934 руб,4 560 руб,7 934 руб
Best Western Haeundae Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d8749265-Reviews-Best_Western_Haeundae_Hotel-Busan.html,Как добраться,"4,5","3,0",3 739 руб - 7 478 руб,3 739 руб,7 478 руб
Shilla Stay Seobusan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d23366636-Reviews-Shilla_Stay_Seobusan-Busan.html,Как добраться,"4,5",,5 654 руб - 7 934 руб,5 654 руб,7 934 руб
Toyoko Inn Busan Haeundae 2,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d9979846-Reviews-Toyoko_Inn_Busan_Haeundae_2-Busan.html,Как добраться,"4,0","2,0",4 468 руб - 5 380 руб,4 468 руб,5 380 руб
Sunset Business Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1513883-Reviews-Sunset_Business_Hotel-Busan.html,Как добраться,"4,0","3,0",3 374 руб - 5 471 руб,3 374 руб,5 471 руб
Airport Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7134178-Reviews-Airport_Hotel-Busan.html,Как добраться,"4,5","3,0",4 468 руб - 5 563 руб,4 468 руб,5 563 руб
Hotel Nongshim,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d456134-Reviews-Hotel_Nongshim-Busan.html,Как добраться,"4,0","4,0",9 666 руб - 12 311 руб,9 666 руб,12 311 руб
Toyoko Inn Busan Seomyeon,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1773576-Reviews-Toyoko_Inn_Busan_Seomyeon-Busan.html,4 710 руб,"4,0","3,0",2 918 руб - 5 107 руб,2 918 руб,5 107 руб
Grab the Ocean Songdo Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d19421008-Reviews-Grab_the_Ocean_Songdo_Hotel-Busan.html,Как добраться,"4,0","2,5",3 465 руб - 5 289 руб,3 465 руб,5 289 руб
Benikea Hotel Haeundae,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d9457404-Reviews-Benikea_Hotel_Haeundae-Busan.html,Как добраться,,"3,0",3 556 руб - 5 745 руб,3 556 руб,5 745 руб
Hotel Illua,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1462716-Reviews-Hotel_Illua-Busan.html,Как добраться,"4,0","3,0",4 651 руб - 8 116 руб,4 651 руб,8 116 руб
Hotel 1,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d14008119-Reviews-Hotel_1-Busan.html,Как добраться,,"2,0",4 104 руб - 7 478 руб,4 104 руб,7 478 руб
Kent Hotel Gwangalli by Kensington,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d10423568-Reviews-Kent_Hotel_Gwangalli_by_Kensington-Busan.html,7 001 руб,"4,0","2,5",5 471 руб - 8 572 руб,5 471 руб,8 572 руб
GnB Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d10813571-Reviews-GnB_Hotel-Busan.html,Как добраться,"4,0","3,5",4 012 руб - 5 927 руб,4 012 руб,5 927 руб
Park Hyatt Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d3813531-Reviews-Park_Hyatt_Busan-Busan.html,Как добраться,"4,5","5,0",20 336 руб - 29 363 руб,20 336 руб,29 363 руб
Avani Central Busan Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d17689661-Reviews-Avani_Central_Busan_Hotel-Busan.html,9 632 руб,"4,5","4,0",7 204 руб - 9 757 руб,7 204 руб,9 757 руб
Solaria Nishitetsu Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7330819-Reviews-Solaria_Nishitetsu_Hotel_Busan-Busan.html,11 206 руб,"4,5","4,0",5 198 руб - 8 754 руб,5 198 руб,8 754 руб
Ramada Encore by Wyndham - Busan Station,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d477913-Reviews-Ramada_Encore_by_Wyndham_Busan_Station-Busan.html,Как добраться,"4,5","4,0",6 201 руб - 7 934 руб,6 201 руб,7 934 руб
Toyoko Inn Busan Jungang Station,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1236074-Reviews-Toyoko_Inn_Busan_Jungang_Station-Busan.html,Как добраться,"4,0","3,0",4 377 руб - 4 833 руб,4 377 руб,4 833 руб
Midi Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d13398001-Reviews-Midi_Hotel_Busan-Busan.html,Как добраться,,"2,5",3 830 руб - 6 566 руб,3 830 руб,6 566 руб
Kolon Seacloud Hotel,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d1148181-Reviews-Kolon_Seacloud_Hotel-Busan.html,Как добраться,"4,0","4,0",6 019 руб - 9 028 руб,6 019 руб,9 028 руб
Crown Harbor Hotel Busan,Пусан,https://www.tripadvisor.ru/Hotel_Review-g297884-d7597507-Reviews-Crown_Harbor_Hotel_Busan-Busan.html,Как добраться,"4,0","4,0",5 016 руб - 6 475 руб,5 016 руб,6 475 руб
